City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Teguise,29.0605,-13.564,64.4,77,0,5.75,ES,1619754165
Arrifes,37.7667,-25.7,55.4,82,75,6.91,PT,1619754165
College,64.8569,-147.8028,42.8,75,75,11.5,US,1619754166
El Salvador,13.8333,-88.9167,77.0,88,20,1.14,SV,1619754112
Marawi,7.9986,124.2928,86.0,76,73,5.99,PH,1619754166
Bintulu,3.1667,113.0333,86.0,79,40,1.14,MY,1619754166
Lagos,6.5833,3.75,78.8,94,20,2.3,NG,1619753927
Mount Gambier,-37.8333,140.7667,73.4,40,0,16.11,AU,1619754167
Lumsden,50.6501,-104.8678,48.2,34,90,2.3,CA,1619754167
Cap-aux-Meules,47.3821,-61.8597,37.4,87,73,4.61,CA,1619754167
Kardailovo,51.5386,53.9042,50.05,56,33,5.86,RU,1619754168
Naryan-Mar,67.6713,53.087,29.25,77,92,9.8,RU,1619754168
Baiyin,36.5583,104.2081,68.0,19,20,8.95,CN,1619754168
Saint-François,46.4154,3.9054,46.99,100,90,4.61,FR,1619754113
Tongzi,28.7829,105.0877,82.99,48,83,1.97,CN,1619754169
Karla,59.3723,24.9275,36.0,74,0,3.44,EE,1619754169
Katsuura,35.1333,140.3,78.01,64,20,8.05,JP,1619754170
Anadyr,64.75,177.4833,26.6,80,0,13.42,RU,1619754170
Saint Lawrence,36.0553,14.204,62.01,100,40,8.05,MT,1619754170
Winneba,5.3511,-0.6231,80.6,89,20,4.61,GH,1619754171
Saint-Joseph,-21.3667,55.6167,75.2,83,75,10.36,RE,1619754171
Bayjī,34.9311,43.487,81.25,25,0,9.48,IQ,1619754171
Cidreira,-30.1811,-50.2056,64.62,78,0,7.18,BR,1619754172
Taoudenni,22.6783,-3.9836,84.65,28,69,16.46,ML,1619754165
Inírida,3.8653,-67.9239,71.76,99,100,0.63,CO,1619754172
Adré,13.4667,22.2,77.11,13,27,10.02,TD,1619754172
Omboué,-1.5746,9.2618,75.42,92,100,5.12,GA,1619754130
Moreira Sales,-24.0622,-53.0069,58.6,59,0,9.46,BR,1619754173
Iqaluit,63.7506,-68.5145,33.8,93,90,6.91,CA,1619754173
Ancud,-41.8697,-73.8203,57.0,94,90,8.05,CL,1619754174
Anchorage,61.2181,-149.9003,43.0,81,90,4.61,US,1619753910
Port Hardy,50.6996,-127.4199,51.8,93,90,8.21,CA,1619754174
Olafsvik,64.8945,-23.7142,39.94,77,77,4.72,IS,1619754174
Palu,-0.8917,119.8707,90.46,59,34,3.8,ID,1619754175
Springdale,36.1867,-94.1288,60.8,62,1,6.91,US,1619754123
São Félix do Xingu,-6.6447,-51.995,70.63,98,87,1.5,BR,1619754148
Tignère,7.3667,12.65,66.02,69,95,2.8,CM,1619754175
Nabire,-3.3667,135.4833,87.69,61,98,5.1,ID,1619754176
Teya,60.3778,92.6267,37.09,95,100,12.48,RU,1619754176
Taseyevo,57.2169,94.8978,44.87,81,100,12.06,RU,1619754176
Susanville,40.4163,-120.653,71.6,23,1,10.36,US,1619754111
Paso de Carrasco,-34.8603,-56.0522,57.2,82,0,3.44,UY,1619754177
Nakatsugawa,35.4833,137.5,68.0,28,3,17.0,JP,1619754177
Sawākin,19.1059,37.3321,81.68,58,97,8.61,SD,1619754177
Leiyang,26.4024,112.8591,83.43,44,3,6.13,CN,1619754013
Camopi,3.1655,-52.3158,70.92,98,100,1.95,GF,1619754178
Lábrea,-7.2586,-64.7981,72.55,97,97,1.34,BR,1619754178
Cayenne,4.9333,-52.3333,78.01,100,75,2.3,GF,1619754179
Mfou,3.7159,11.6427,67.5,90,100,0.49,CM,1619754179
Mbanza-Ngungu,-5.25,14.8667,69.06,97,100,1.86,CD,1619754179
Bazarnye Mataki,54.8833,49.9333,44.29,67,9,6.4,RU,1619754180
Gobabis,-22.45,18.9667,58.14,63,15,4.9,NA,1619754180
Miraflores,19.2167,-98.8083,62.6,67,75,11.5,MX,1619754180
Kyren,51.6828,102.1408,46.17,69,97,0.6,RU,1619754181
Namysłów,51.0759,17.7228,51.01,81,0,11.5,PL,1619754181
Lohja,60.2486,24.0653,30.99,88,1,5.99,FI,1619754181
Tanout,14.9709,8.8879,75.38,9,21,3.78,NE,1619754182
Ketchikan,55.3422,-131.6461,46.4,100,90,9.22,US,1619753899
Malakanagiri,18.35,81.9,95.05,29,5,4.7,IN,1619754182
Nānākuli,21.3906,-158.1547,80.6,54,75,8.05,US,1619754183
Ndélé,8.4109,20.6473,74.95,75,99,4.03,CF,1619754183
Kavaratti,10.5669,72.642,84.34,74,24,6.08,IN,1619754183
Tiarei,-17.5333,-149.3333,84.2,65,40,2.3,PF,1619754184
Stephenville,32.2207,-98.2023,62.6,94,90,10.36,US,1619754184
Tateyama,34.9833,139.8667,71.6,68,20,23.02,JP,1619754184
Nieves,15.3274,120.9485,91.4,52,75,2.3,PH,1619754185
Bjørnevatn,69.6672,29.9847,28.4,80,75,23.02,NO,1619754185
Ciudad del Carmen,18.6333,-91.8333,84.27,75,13,18.66,MX,1619754185
Vardø,70.3705,31.1107,28.4,80,75,11.5,NO,1619754165
Katobu,-4.9408,122.5276,89.24,43,100,3.27,ID,1619754186
Pimentel,-6.8367,-79.9342,64.0,86,1,1.99,PE,1619754186
Balakliya,49.4627,36.8595,46.0,65,0,6.71,UA,1619754186
Roebourne,-20.7833,117.1333,93.2,21,0,6.73,AU,1619754187
Wichita Falls,33.9137,-98.4934,64.4,82,1,4.61,US,1619754187
Afşin,38.2477,36.914,59.34,64,95,0.72,TR,1619754188
Namatanai,-3.6667,152.4333,86.43,62,81,3.69,PG,1619754188
Tabou,4.423,-7.3528,78.42,86,96,4.12,CI,1619754188
Rocha,-34.4833,-54.3333,53.26,87,0,4.94,UY,1619754100
Biak,-0.9131,122.8766,84.58,62,37,1.63,ID,1619753890
Kitgum,3.2783,32.8867,68.36,91,98,0.4,UG,1619754189
Gimli,50.6336,-96.9907,35.6,64,7,2.71,CA,1619754189
Voskresenskoye,56.8381,45.4317,41.59,67,19,7.52,RU,1619754189
Kruisfontein,-34.0033,24.7314,54.0,94,95,7.72,ZA,1619754190
Oswego,43.4501,-76.1497,46.4,93,90,10.36,US,1619754190
Lagoa,39.05,-27.9833,56.48,61,100,4.52,PT,1619754190
Portland,45.5234,-122.6762,68.0,42,75,4.61,US,1619753946
Binzhou,37.3667,118.0167,56.39,46,100,17.69,CN,1619753955
Tura,25.5198,90.2201,95.5,23,7,6.44,IN,1619754191
Quatre Cocos,-20.2078,57.7625,77.0,83,75,14.97,MU,1619754192
Port Lincoln,-34.7333,135.8667,73.71,39,69,10.33,AU,1619754192
Norman Wells,65.282,-126.8329,46.4,25,40,2.3,CA,1619754097
Santa Lucía,27.9117,-15.5407,64.4,82,75,1.14,ES,1619754192
Sur,22.5667,59.5289,87.15,47,100,0.63,OM,1619754193
Opuwo,-18.0607,13.84,62.51,57,65,1.3,NA,1619754193
Kuala Terengganu,5.3302,103.1408,89.6,66,40,4.61,MY,1619754193
Iquique,-20.2208,-70.1431,62.6,72,0,2.3,CL,1619754162
Maracanã,-0.7667,-47.45,73.02,97,97,1.07,BR,1619754194
Suez,29.9737,32.5263,74.37,31,0,8.08,EG,1619754194
Caconda,-13.7333,15.0667,59.16,89,100,3.2,AO,1619754195
San Javier,37.8063,-0.8374,60.01,94,73,5.75,ES,1619754195
Poum,-20.2333,164.0167,77.5,60,86,15.26,NC,1619754195
Srednekolymsk,67.45,153.6833,30.36,90,100,8.66,RU,1619754196
Puerto Quijarro,-17.7833,-57.7667,66.9,52,89,4.03,BO,1619754196
Mongo,12.1844,18.693,84.74,38,77,5.06,TD,1619754196
Biratnagar,26.4831,87.2834,97.68,22,1,6.51,NP,1619754197
Dubbo,-32.25,148.6167,73.4,43,0,4.61,AU,1619754197
Alcañiz,41.05,-0.1333,53.01,93,99,5.01,ES,1619754197
Trivandrum,8.4833,76.9167,87.8,79,20,6.91,IN,1619754198
Fuxin,42.0156,121.6589,60.17,12,54,0.78,CN,1619754198
Province of Mantua,45.1667,10.7833,57.99,96,95,1.01,IT,1619754198
Dicabisagan,17.0818,122.4157,86.14,56,10,5.14,PH,1619754197
Lompoc,34.6391,-120.4579,53.6,82,10,10.36,US,1619754199
Buala,-8.145,159.5921,83.8,71,86,4.85,SB,1619754199
Snåase,64.2457,12.3778,33.4,95,99,5.26,NO,1619754200
Te Anau,-45.4167,167.7167,56.53,70,20,3.4,NZ,1619754097
Baker City,44.7749,-117.8344,64.4,42,1,8.05,US,1619754200
Celestún,20.8667,-90.4,84.13,53,10,17.9,MX,1619754200
Ucluelet,48.9329,-125.5528,51.01,91,100,1.01,CA,1619754111
Toropets,56.4978,31.6353,42.44,95,100,7.67,RU,1619754201
Monterey,36.2505,-121.2516,70.0,72,1,12.66,US,1619754201
Aberdeen,57.1437,-2.0981,35.6,87,19,8.05,GB,1619754049
Esqueda,30.7167,-109.5833,53.89,50,2,8.08,MX,1619754202
Cananéia,-25.0147,-47.9267,66.74,82,49,3.78,BR,1619754202
Mezen',65.8522,44.24,31.08,81,100,7.9,RU,1619754202
Yatou,37.15,122.3833,55.96,38,42,13.24,CN,1619754203
Kentau,43.5206,68.5094,75.54,30,100,4.32,KZ,1619754203
Nuuk,64.1835,-51.7216,28.4,100,90,6.91,GL,1619754076
Meulaboh,4.1363,96.1285,84.76,67,84,5.06,ID,1619754187
Esim,4.8699,-2.2405,79.74,81,100,2.13,GH,1619754204
Ormara,25.2088,64.6357,82.69,76,23,8.48,PK,1619754204
Lamballe,48.4676,-2.5144,37.99,93,70,4.07,FR,1619754204
Thinadhoo,0.5333,72.9333,83.64,71,19,4.9,MV,1619754205
São João da Barra,-21.6403,-41.0511,67.39,87,60,11.77,BR,1619754205
Wuzhou,23.4833,111.3167,84.27,47,100,2.33,CN,1619754065
Kolosovka,56.4678,73.611,49.96,49,5,15.7,RU,1619754205
Benghazi,32.1167,20.0667,76.53,30,30,15.12,LY,1619754206
Hirara,24.8,125.2833,78.8,65,20,5.75,JP,1619754206
Nome,64.5011,-165.4064,28.4,64,20,16.11,US,1619754207
Egvekinot,66.3167,-179.1667,24.93,80,46,2.44,RU,1619754117
Bagé,-31.3314,-54.1069,50.0,87,0,3.44,BR,1619754025
Hervey Bay,-25.2986,152.8535,72.0,78,100,5.01,AU,1619754207
Aykhal,66.0,111.5,30.27,95,44,8.37,RU,1619754208
Burns Lake,54.2331,-125.7533,55.4,54,100,5.75,CA,1619754208
Springbok,-29.6643,17.8865,44.13,80,0,4.32,ZA,1619754208
Lakes Entrance,-37.8811,147.981,66.99,67,7,4.0,AU,1619754209
Belmonte,-15.8631,-38.8828,77.0,83,75,6.91,BR,1619754209
Māngrol,21.1167,70.1167,85.66,56,92,7.85,IN,1619754209
Amazar,53.858,120.875,47.3,56,90,6.53,RU,1619754210
Lucea,18.451,-78.1736,77.0,73,20,2.3,JM,1619754198
Mazyr,52.0495,29.2456,50.09,88,98,11.63,BY,1619754210
Severnoye,56.3491,78.3619,48.38,59,2,14.72,RU,1619754211
Predivinsk,57.0669,93.4378,43.14,88,100,9.28,RU,1619754211
Ust'-Kalmanka,52.1207,83.305,52.32,64,100,5.86,RU,1619754211
Brusque,-27.0981,-48.9175,64.4,88,20,5.75,BR,1619753939
Rome,43.2128,-75.4557,53.6,87,90,6.91,US,1619754210
Glushkovo,51.3392,34.6328,47.08,76,100,10.11,RU,1619754212
Beloha,-25.1667,45.05,71.51,69,0,5.99,MG,1619754212
Kūhdasht,33.535,47.6061,69.1,29,0,3.27,IR,1619754061
Jinxiang,27.4327,120.6062,75.94,56,0,8.99,CN,1619754213
Yelizovo,53.1873,158.3805,50.0,57,51,15.66,RU,1619754213
Ati,13.2154,18.3353,76.39,10,19,4.12,TD,1619754213
Lata,40.1629,-8.3327,50.0,86,80,1.92,PT,1619754214
Uruçuí,-7.2294,-44.5561,73.04,86,78,1.79,BR,1619754214
Nordhausen,51.5167,10.8,41.0,92,100,9.44,DE,1619754214
Hong Kong,22.2855,114.1577,82.4,57,20,5.75,HK,1619754202
Alofi,-19.0595,-169.9187,84.2,79,40,4.61,NU,1619754215
Alta Floresta,-9.8756,-56.0861,69.53,96,79,1.43,BR,1619754215
Vanimo,-2.6741,141.3028,83.16,82,92,8.52,PG,1619754216
Quthing,-30.4,27.7003,52.47,86,100,2.8,LS,1619754216
Zaraysk,54.7653,38.8836,45.0,59,100,12.64,RU,1619754216
Shuangyang,43.5242,125.6736,44.6,65,75,4.47,CN,1619754217
Antofagasta,-23.65,-70.4,60.8,82,0,2.3,CL,1619754217
San-Pédro,4.7485,-6.6363,77.09,91,94,4.94,CI,1619754217
Sakakah,29.9697,40.2064,66.2,19,0,3.44,SA,1619754218
Santa Cruz de la Sierra,-17.8,-63.1667,62.6,82,0,4.61,BO,1619754218
El Tigre,8.8875,-64.2454,71.91,76,100,7.0,VE,1619754026
Nacala,-14.5428,40.6728,73.11,96,33,5.35,MZ,1619754218
Coyhaique,-45.5752,-72.0662,48.38,96,85,4.5,CL,1619754219
Luganville,-15.5333,167.1667,81.88,65,73,11.68,VU,1619754219
Góra,51.6664,16.5349,46.0,88,94,1.99,PL,1619754219
Salina,38.8403,-97.6114,59.0,44,1,5.75,US,1619754220
Houma,29.5958,-90.7195,77.0,94,75,4.61,US,1619753926
Cao Bang,22.6667,106.25,84.99,53,98,2.77,VN,1619754220
Port Keats,-14.25,129.55,91.99,38,2,6.64,AU,1619754221
Hualmay,-11.0964,-77.6139,66.36,87,0,8.03,PE,1619754221
Juneau,58.3019,-134.4197,46.4,87,75,5.75,US,1619754221
Kailua,21.4022,-157.7394,80.6,61,40,11.5,US,1619754221
Gamba,-2.65,10.0,76.64,91,100,4.14,GA,1619754222
Dvinskoy,62.1535,45.1175,35.89,67,100,7.23,RU,1619754222
Nizhniye Sergi,56.6614,59.3033,34.66,92,98,9.17,RU,1619754222
Hobyo,5.3505,48.5268,84.83,67,84,5.93,SO,1619754223
